,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
139,13,FP1,139,-4.354,a,S2 nomatch,0,co2a0000369,0.54296875
140,13,FP1,140,-2.889,a,S2 nomatch,0,co2a0000369,0.546875
141,13,FP1,141,-2.889,a,S2 nomatch,0,co2a0000369,0.55078125
142,13,FP1,142,-3.866,a,S2 nomatch,0,co2a0000369,0.5546875
143,13,FP1,143,-6.307,a,S2 nomatch,0,co2a0000369,0.55859375
144,13,FP1,144,-8.748,a,S2 nomatch,0,co2a0000369,0.5625
145,13,FP1,145,-10.701,a,S2 nomatch,0,co2a0000369,0.56640625
146,13,FP1,146,-11.678,a,S2 nomatch,0,co2a0000369,0.5703125
147,13,FP1,147,-11.19,a,S2 nomatch,0,co2a0000369,0.57421875
148,13,FP1,148,-10.701,a,S2 nomatch,0,co2a0000369,0.578125
149,13,FP1,149,-10.213,a,S2 nomatch,0,co2a0000369,0.58203125
150,13,FP1,150,-9.237,a,S2 nomatch,0,co2a0000369,0.5859375
151,13,FP1,151,-8.26,a,S2 nomatch,0,co2a0000369,0.58984375
152,13,FP1,152,-7.772,a,S2 nomatch,0,co2a0000369,0.59375
153,13,FP1,153,-7.284,a,S2 nomatch,0,co2a0000369,0.59765625
154,13,FP1,154,-7.772,a,S2 nomatch,0,co2a0000369,0.6015625
155,13,FP1,155,-8.26,a,S2 nomatch,0,co2a0000369,0.60546875
156,13,FP1,156,-8.26,a,S2 nomatch,0,co2a0000369,0.609375
157,13,FP1,157,-7.284,a,S2 nomatch,0,co2a0000369,0.61328125
158,13,FP1,158,-5.819,a,S2 nomatch,0,co2a0000369,0.6171875
159,13,FP1,159,-4.842,a,S2 nomatch,0,co2a0000369,0.62109375
160,13,FP1,160,-4.354,a,S2 nomatch,0,co2a0000369,0.625
161,13,FP1,161,-4.842,a,S2 nomatch,0,co2a0000369,0.62890625
162,13,FP1,162,-4.842,a,S2 nomatch,0,co2a0000369,0.6328125
163,13,FP1,163,-4.354,a,S2 nomatch,0,co2a0000369,0.63671875
164,13,FP1,164,-3.377,a,S2 nomatch,0,co2a0000369,0.640625
165,13,FP1,165,-2.401,a,S2 nomatch,0,co2a0000369,0.64453125
166,13,FP1,166,-1.912,a,S2 nomatch,0,co2a0000369,0.6484375
167,13,FP1,167,-2.401,a,S2 nomatch,0,co2a0000369,0.65234375
168,13,FP1,168,-2.889,a,S2 nomatch,0,co2a0000369,0.65625
169,13,FP1,169,-3.377,a,S2 nomatch,0,co2a0000369,0.66015625
170,13,FP1,170,-3.377,a,S2 nomatch,0,co2a0000369,0.6640625
171,13,FP1,171,-3.377,a,S2 nomatch,0,co2a0000369,0.66796875
172,13,FP1,172,-4.354,a,S2 nomatch,0,co2a0000369,0.671875
173,13,FP1,173,-5.819,a,S2 nomatch,0,co2a0000369,0.67578125
174,13,FP1,174,-7.772,a,S2 nomatch,0,co2a0000369,0.6796875
175,13,FP1,175,-9.237,a,S2 nomatch,0,co2a0000369,0.68359375
176,13,FP1,176,-9.725,a,S2 nomatch,0,co2a0000369,0.6875
177,13,FP1,177,-8.748,a,S2 nomatch,0,co2a0000369,0.69140625
178,13,FP1,178,-7.772,a,S2 nomatch,0,co2a0000369,0.6953125
179,13,FP1,179,-7.284,a,S2 nomatch,0,co2a0000369,0.69921875
180,13,FP1,180,-7.772,a,S2 nomatch,0,co2a0000369,0.703125
181,13,FP1,181,-8.26,a,S2 nomatch,0,co2a0000369,0.70703125
182,13,FP1,182,-8.26,a,S2 nomatch,0,co2a0000369,0.7109375
183,13,FP1,183,-7.284,a,S2 nomatch,0,co2a0000369,0.71484375
184,13,FP1,184,-4.842,a,S2 nomatch,0,co2a0000369,0.71875
185,13,FP1,185,-2.401,a,S2 nomatch,0,co2a0000369,0.72265625
186,13,FP1,186,-0.448,a,S2 nomatch,0,co2a0000369,0.7265625
187,13,FP1,187,-0.448,a,S2 nomatch,0,co2a0000369,0.73046875
188,13,FP1,188,-0.936,a,S2 nomatch,0,co2a0000369,0.734375
189,13,FP1,189,-1.912,a,S2 nomatch,0,co2a0000369,0.73828125
190,13,FP1,190,-1.912,a,S2 nomatch,0,co2a0000369,0.7421875
191,13,FP1,191,-2.401,a,S2 nomatch,0,co2a0000369,0.74609375
192,13,FP1,192,-1.912,a,S2 nomatch,0,co2a0000369,0.75
193,13,FP1,193,-1.4240000000000002,a,S2 nomatch,0,co2a0000369,0.75390625
194,13,FP1,194,-1.912,a,S2 nomatch,0,co2a0000369,0.7578125
195,13,FP1,195,-2.401,a,S2 nomatch,0,co2a0000369,0.76171875
196,13,FP1,196,-3.377,a,S2 nomatch,0,co2a0000369,0.765625
197,13,FP1,197,-4.354,a,S2 nomatch,0,co2a0000369,0.76953125
198,13,FP1,198,-5.819,a,S2 nomatch,0,co2a0000369,0.7734375
199,13,FP1,199,-7.284,a,S2 nomatch,0,co2a0000369,0.77734375
200,13,FP1,200,-7.772,a,S2 nomatch,0,co2a0000369,0.78125
201,13,FP1,201,-8.26,a,S2 nomatch,0,co2a0000369,0.78515625
202,13,FP1,202,-8.26,a,S2 nomatch,0,co2a0000369,0.7890625
203,13,FP1,203,-7.284,a,S2 nomatch,0,co2a0000369,0.79296875
204,13,FP1,204,-7.284,a,S2 nomatch,0,co2a0000369,0.796875
205,13,FP1,205,-7.772,a,S2 nomatch,0,co2a0000369,0.80078125
206,13,FP1,206,-8.748,a,S2 nomatch,0,co2a0000369,0.8046875
207,13,FP1,207,-9.237,a,S2 nomatch,0,co2a0000369,0.80859375
208,13,FP1,208,-8.748,a,S2 nomatch,0,co2a0000369,0.8125
209,13,FP1,209,-6.307,a,S2 nomatch,0,co2a0000369,0.81640625
210,13,FP1,210,-3.866,a,S2 nomatch,0,co2a0000369,0.8203125
211,13,FP1,211,-1.912,a,S2 nomatch,0,co2a0000369,0.82421875
212,13,FP1,212,-1.4240000000000002,a,S2 nomatch,0,co2a0000369,0.828125
213,13,FP1,213,-1.912,a,S2 nomatch,0,co2a0000369,0.83203125
214,13,FP1,214,-1.4240000000000002,a,S2 nomatch,0,co2a0000369,0.8359375
215,13,FP1,215,0.041,a,S2 nomatch,0,co2a0000369,0.83984375
216,13,FP1,216,2.97,a,S2 nomatch,0,co2a0000369,0.84375
217,13,FP1,217,6.388,a,S2 nomatch,0,co2a0000369,0.84765625
218,13,FP1,218,7.853,a,S2 nomatch,0,co2a0000369,0.8515625
219,13,FP1,219,7.365,a,S2 nomatch,0,co2a0000369,0.85546875
220,13,FP1,220,4.924,a,S2 nomatch,0,co2a0000369,0.859375
221,13,FP1,221,1.994,a,S2 nomatch,0,co2a0000369,0.86328125
222,13,FP1,222,-0.448,a,S2 nomatch,0,co2a0000369,0.8671875
223,13,FP1,223,-1.912,a,S2 nomatch,0,co2a0000369,0.87109375
224,13,FP1,224,-2.401,a,S2 nomatch,0,co2a0000369,0.875
225,13,FP1,225,-1.912,a,S2 nomatch,0,co2a0000369,0.87890625
226,13,FP1,226,-0.936,a,S2 nomatch,0,co2a0000369,0.8828125
227,13,FP1,227,-0.448,a,S2 nomatch,0,co2a0000369,0.88671875
228,13,FP1,228,-0.448,a,S2 nomatch,0,co2a0000369,0.890625
229,13,FP1,229,-0.448,a,S2 nomatch,0,co2a0000369,0.89453125
230,13,FP1,230,-1.4240000000000002,a,S2 nomatch,0,co2a0000369,0.8984375
231,13,FP1,231,-1.912,a,S2 nomatch,0,co2a0000369,0.90234375
232,13,FP1,232,-2.401,a,S2 nomatch,0,co2a0000369,0.90625
233,13,FP1,233,-2.401,a,S2 nomatch,0,co2a0000369,0.91015625
234,13,FP1,234,-2.401,a,S2 nomatch,0,co2a0000369,0.9140625
235,13,FP1,235,-2.889,a,S2 nomatch,0,co2a0000369,0.91796875
236,13,FP1,236,-3.377,a,S2 nomatch,0,co2a0000369,0.921875
237,13,FP1,237,-3.377,a,S2 nomatch,0,co2a0000369,0.92578125
238,13,FP1,238,-2.889,a,S2 nomatch,0,co2a0000369,0.9296875
239,13,FP1,239,-1.912,a,S2 nomatch,0,co2a0000369,0.93359375
240,13,FP1,240,-0.936,a,S2 nomatch,0,co2a0000369,0.9375
241,13,FP1,241,0.041,a,S2 nomatch,0,co2a0000369,0.94140625
242,13,FP1,242,-0.448,a,S2 nomatch,0,co2a0000369,0.9453125
243,13,FP1,243,-0.936,a,S2 nomatch,0,co2a0000369,0.94921875
244,13,FP1,244,-1.912,a,S2 nomatch,0,co2a0000369,0.953125
245,13,FP1,245,-2.401,a,S2 nomatch,0,co2a0000369,0.95703125
246,13,FP1,246,-2.401,a,S2 nomatch,0,co2a0000369,0.9609375
247,13,FP1,247,-1.912,a,S2 nomatch,0,co2a0000369,0.96484375
248,13,FP1,248,-1.4240000000000002,a,S2 nomatch,0,co2a0000369,0.96875
249,13,FP1,249,-0.936,a,S2 nomatch,0,co2a0000369,0.97265625
250,13,FP1,250,-0.448,a,S2 nomatch,0,co2a0000369,0.9765625
251,13,FP1,251,0.529,a,S2 nomatch,0,co2a0000369,0.98046875
252,13,FP1,252,1.017,a,S2 nomatch,0,co2a0000369,0.984375
253,13,FP1,253,1.994,a,S2 nomatch,0,co2a0000369,0.98828125
254,13,FP1,254,3.459,a,S2 nomatch,0,co2a0000369,0.9921875
255,13,FP1,255,3.459,a,S2 nomatch,0,co2a0000369,0.99609375
256,13,FP2,0,3.774,a,S2 nomatch,1,co2a0000369,0.0
257,13,FP2,1,5.239,a,S2 nomatch,1,co2a0000369,0.00390625
258,13,FP2,2,5.727,a,S2 nomatch,1,co2a0000369,0.0078125
259,13,FP2,3,5.239,a,S2 nomatch,1,co2a0000369,0.01171875
260,13,FP2,4,4.751,a,S2 nomatch,1,co2a0000369,0.015625
261,13,FP2,5,4.262,a,S2 nomatch,1,co2a0000369,0.01953125
262,13,FP2,6,3.774,a,S2 nomatch,1,co2a0000369,0.0234375
263,13,FP2,7,2.309,a,S2 nomatch,1,co2a0000369,0.02734375
264,13,FP2,8,0.35600000000000004,a,S2 nomatch,1,co2a0000369,0.03125
265,13,FP2,9,-1.109,a,S2 nomatch,1,co2a0000369,0.03515625
266,13,FP2,10,-2.085,a,S2 nomatch,1,co2a0000369,0.0390625
267,13,FP2,11,-1.597,a,S2 nomatch,1,co2a0000369,0.04296875
268,13,FP2,12,-0.621,a,S2 nomatch,1,co2a0000369,0.046875
269,13,FP2,13,0.35600000000000004,a,S2 nomatch,1,co2a0000369,0.05078125
270,13,FP2,14,1.3330000000000002,a,S2 nomatch,1,co2a0000369,0.0546875
271,13,FP2,15,1.821,a,S2 nomatch,1,co2a0000369,0.05859375
272,13,FP2,16,2.797,a,S2 nomatch,1,co2a0000369,0.0625
273,13,FP2,17,3.774,a,S2 nomatch,1,co2a0000369,0.06640625
274,13,FP2,18,3.774,a,S2 nomatch,1,co2a0000369,0.0703125
275,13,FP2,19,4.262,a,S2 nomatch,1,co2a0000369,0.07421875
276,13,FP2,20,4.751,a,S2 nomatch,1,co2a0000369,0.078125
277,13,FP2,21,6.215,a,S2 nomatch,1,co2a0000369,0.08203125
278,13,FP2,22,8.169,a,S2 nomatch,1,co2a0000369,0.0859375
279,13,FP2,23,10.122,a,S2 nomatch,1,co2a0000369,0.08984375
280,13,FP2,24,10.61,a,S2 nomatch,1,co2a0000369,0.09375
281,13,FP2,25,9.145,a,S2 nomatch,1,co2a0000369,0.09765625
282,13,FP2,26,6.215,a,S2 nomatch,1,co2a0000369,0.1015625
283,13,FP2,27,3.286,a,S2 nomatch,1,co2a0000369,0.10546875
284,13,FP2,28,1.821,a,S2 nomatch,1,co2a0000369,0.109375
285,13,FP2,29,1.821,a,S2 nomatch,1,co2a0000369,0.11328125
286,13,FP2,30,2.797,a,S2 nomatch,1,co2a0000369,0.1171875
287,13,FP2,31,2.797,a,S2 nomatch,1,co2a0000369,0.12109375
288,13,FP2,32,1.821,a,S2 nomatch,1,co2a0000369,0.125
289,13,FP2,33,-0.132,a,S2 nomatch,1,co2a0000369,0.12890625
290,13,FP2,34,-3.062,a,S2 nomatch,1,co2a0000369,0.1328125
291,13,FP2,35,-5.015,a,S2 nomatch,1,co2a0000369,0.13671875
292,13,FP2,36,-5.502999999999999,a,S2 nomatch,1,co2a0000369,0.140625
293,13,FP2,37,-4.527,a,S2 nomatch,1,co2a0000369,0.14453125
294,13,FP2,38,-3.55,a,S2 nomatch,1,co2a0000369,0.1484375
295,13,FP2,39,-2.085,a,S2 nomatch,1,co2a0000369,0.15234375
296,13,FP2,40,-1.597,a,S2 nomatch,1,co2a0000369,0.15625
297,13,FP2,41,-1.109,a,S2 nomatch,1,co2a0000369,0.16015625
298,13,FP2,42,-0.132,a,S2 nomatch,1,co2a0000369,0.1640625
299,13,FP2,43,2.309,a,S2 nomatch,1,co2a0000369,0.16796875
300,13,FP2,44,5.239,a,S2 nomatch,1,co2a0000369,0.171875
301,13,FP2,45,8.657,a,S2 nomatch,1,co2a0000369,0.17578125
302,13,FP2,46,11.587,a,S2 nomatch,1,co2a0000369,0.1796875
303,13,FP2,47,13.050999999999998,a,S2 nomatch,1,co2a0000369,0.18359375
304,13,FP2,48,13.54,a,S2 nomatch,1,co2a0000369,0.1875
305,13,FP2,49,12.563,a,S2 nomatch,1,co2a0000369,0.19140625
306,13,FP2,50,11.587,a,S2 nomatch,1,co2a0000369,0.1953125
307,13,FP2,51,10.61,a,S2 nomatch,1,co2a0000369,0.19921875
308,13,FP2,52,8.657,a,S2 nomatch,1,co2a0000369,0.203125
309,13,FP2,53,7.192,a,S2 nomatch,1,co2a0000369,0.20703125
310,13,FP2,54,4.751,a,S2 nomatch,1,co2a0000369,0.2109375
311,13,FP2,55,2.797,a,S2 nomatch,1,co2a0000369,0.21484375
312,13,FP2,56,0.35600000000000004,a,S2 nomatch,1,co2a0000369,0.21875
313,13,FP2,57,-1.597,a,S2 nomatch,1,co2a0000369,0.22265625
314,13,FP2,58,-3.062,a,S2 nomatch,1,co2a0000369,0.2265625
315,13,FP2,59,-4.038,a,S2 nomatch,1,co2a0000369,0.23046875
316,13,FP2,60,-5.502999999999999,a,S2 nomatch,1,co2a0000369,0.234375
317,13,FP2,61,-6.968,a,S2 nomatch,1,co2a0000369,0.23828125
318,13,FP2,62,-7.945,a,S2 nomatch,1,co2a0000369,0.2421875
319,13,FP2,63,-7.945,a,S2 nomatch,1,co2a0000369,0.24609375
320,13,FP2,64,-6.968,a,S2 nomatch,1,co2a0000369,0.25
321,13,FP2,65,-4.038,a,S2 nomatch,1,co2a0000369,0.25390625
322,13,FP2,66,-0.621,a,S2 nomatch,1,co2a0000369,0.2578125
323,13,FP2,67,2.797,a,S2 nomatch,1,co2a0000369,0.26171875
324,13,FP2,68,4.751,a,S2 nomatch,1,co2a0000369,0.265625
325,13,FP2,69,5.727,a,S2 nomatch,1,co2a0000369,0.26953125
326,13,FP2,70,5.727,a,S2 nomatch,1,co2a0000369,0.2734375
327,13,FP2,71,6.215,a,S2 nomatch,1,co2a0000369,0.27734375
328,13,FP2,72,8.169,a,S2 nomatch,1,co2a0000369,0.28125
329,13,FP2,73,10.61,a,S2 nomatch,1,co2a0000369,0.28515625
330,13,FP2,74,12.075,a,S2 nomatch,1,co2a0000369,0.2890625
331,13,FP2,75,11.098,a,S2 nomatch,1,co2a0000369,0.29296875
332,13,FP2,76,7.192,a,S2 nomatch,1,co2a0000369,0.296875
333,13,FP2,77,1.3330000000000002,a,S2 nomatch,1,co2a0000369,0.30078125
334,13,FP2,78,-3.55,a,S2 nomatch,1,co2a0000369,0.3046875
335,13,FP2,79,-6.968,a,S2 nomatch,1,co2a0000369,0.30859375
336,13,FP2,80,-7.945,a,S2 nomatch,1,co2a0000369,0.3125
337,13,FP2,81,-8.433,a,S2 nomatch,1,co2a0000369,0.31640625
338,13,FP2,82,-9.41,a,S2 nomatch,1,co2a0000369,0.3203125
339,13,FP2,83,-12.339,a,S2 nomatch,1,co2a0000369,0.32421875
340,13,FP2,84,-14.781,a,S2 nomatch,1,co2a0000369,0.328125
341,13,FP2,85,-15.757,a,S2 nomatch,1,co2a0000369,0.33203125
342,13,FP2,86,-14.781,a,S2 nomatch,1,co2a0000369,0.3359375
343,13,FP2,87,-11.851,a,S2 nomatch,1,co2a0000369,0.33984375
344,13,FP2,88,-10.386,a,S2 nomatch,1,co2a0000369,0.34375
345,13,FP2,89,-9.898,a,S2 nomatch,1,co2a0000369,0.34765625
346,13,FP2,90,-10.386,a,S2 nomatch,1,co2a0000369,0.3515625
347,13,FP2,91,-10.386,a,S2 nomatch,1,co2a0000369,0.35546875
348,13,FP2,92,-8.433,a,S2 nomatch,1,co2a0000369,0.359375
349,13,FP2,93,-5.992000000000001,a,S2 nomatch,1,co2a0000369,0.36328125
350,13,FP2,94,-3.55,a,S2 nomatch,1,co2a0000369,0.3671875
